rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
43,r003-0027-b49dc714,3,-235,3,6,3,4,0,127,"{""relativeReattackFactor"":3.873627,""relativeReattackMinDelta"":0.016898,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.148544,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":1.830849,""confirmedRmsMinDelta"":0.002088,""confirmedFluxFactor"":1.60547,""confirmedMinFlux"":0.019879,""confirmedMinBandRatio"":0.025548,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":4.38055,""cooldownOverrideMinFlux"":0.008168,""cooldownOverrideMinBandRatio"":0.071726,""analyzeIntervalMs"":50}"
44,r002-0038-b4bc0bbe,2,-240,1,6,9,3,0,131,"{""relativeReattackFactor"":3.588621,""relativeReattackMinDelta"":0.011127,""relativeFluxFactor"":1.430101,""spectralNoveltyRatio"":5.722756,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.678638,""confirmedRmsMinDelta"":0.002699,""confirmedFluxFactor"":1.451698,""confirmedMinFlux"":0.017025,""confirmedMinBandRatio"":0.037843,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":4.37671,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.024968,""analyzeIntervalMs"":28}"
45,r003-0020-e7e4a036,3,-243,2,5,13,3,0,140,"{""relativeReattackFactor"":3.259774,""relativeReattackMinDelta"":0.016537,""relativeFluxFactor"":1.852737,""spectralNoveltyRatio"":2.086789,""spectralNoveltyMinBins"":21,""cooldownFrames"":4,""confirmedRmsFactor"":1.227382,""confirmedRmsMinDelta"":0.004479,""confirmedFluxFactor"":1.776045,""confirmedMinFlux"":0.011031,""confirmedMinBandRatio"":0.039388,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":4.338198,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":37}"
46,r002-0013-867c2737,2,-246,2,1,33,0,5,166,"{""relativeReattackFactor"":3.258349,""relativeReattackMinDelta"":0.019481,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.085277,""spectralNoveltyMinBins"":18,""cooldownFrames"":4,""confirmedRmsFactor"":1.65856,""confirmedRmsMinDelta"":0.002289,""confirmedFluxFactor"":1.697055,""confirmedMinFlux"":0.018295,""confirmedMinBandRatio"":0.046402,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":3.123422,""cooldownOverrideMinFlux"":0.004396,""cooldownOverrideMinBandRatio"":0.037064,""analyzeIntervalMs"":31}"
47,r003-0003-e662f3ce,3,-250,1,4,17,2,1,145,"{""relativeReattackFactor"":3.271356,""relativeReattackMinDelta"":0.006798,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.569197,""spectralNoveltyMinBins"":16,""cooldownFrames"":3,""confirmedRmsFactor"":1.663685,""confirmedRmsMinDelta"":0.009174,""confirmedFluxFactor"":1.747779,""confirmedMinFlux"":0.007679,""confirmedMinBandRatio"":0.011975,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.018702,""cooldownOverrideMinBandRatio"":0.087706,""analyzeIntervalMs"":42}"
48,r002-0073-b16e6225,2,-253,1,4,18,2,1,146,"{""relativeReattackFactor"":3.167048,""relativeReattackMinDelta"":0.010951,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.67295,""spectralNoveltyMinBins"":16,""cooldownFrames"":3,""confirmedRmsFactor"":1.586684,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.269219,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.047092,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":4.010032,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.028992,""analyzeIntervalMs"":42}"
49,r003-0077-62597600,3,-254,3,6,5,4,0,129,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011114,""relativeFluxFactor"":1.638657,""spectralNoveltyRatio"":2.950936,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.861939,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.818879,""confirmedMinFlux"":0.017101,""confirmedMinBandRatio"":0.0321,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":4.573884,""cooldownOverrideMinFlux"":0.007428,""cooldownOverrideMinBandRatio"":0.071104,""analyzeIntervalMs"":46}"
50,r003-0067-b5cf5a81,3,-258,4,4,14,3,1,141,"{""relativeReattackFactor"":3.895312,""relativeReattackMinDelta"":0.017832,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.180051,""spectralNoveltyMinBins"":17,""cooldownFrames"":4,""confirmedRmsFactor"":1.615784,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.69201,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.020939,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":3.803907,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.07773,""analyzeIntervalMs"":48}"
51,r003-0061-2655f2d5,3,-262,4,8,4,6,0,124,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012613,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.224995,""spectralNoveltyMinBins"":43,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.002834,""confirmedFluxFactor"":1.357902,""confirmedMinFlux"":0.019351,""confirmedMinBandRatio"":0.048831,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.196791,""cooldownOverrideMinFlux"":0.010052,""cooldownOverrideMinBandRatio"":0.072741,""analyzeIntervalMs"":43}"
52,r003-0076-f486c631,3,-263,4,8,3,6,0,122,"{""relativeReattackFactor"":3.993806,""relativeReattackMinDelta"":0.016766,""relativeFluxFactor"":1.638508,""spectralNoveltyRatio"":2.321703,""spectralNoveltyMinBins"":40,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.003464,""confirmedFluxFactor"":1.413555,""confirmedMinFlux"":0.017913,""confirmedMinBandRatio"":0.037918,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":4.178785,""cooldownOverrideMinFlux"":0.013503,""cooldownOverrideMinBandRatio"":0.07504,""analyzeIntervalMs"":43}"
53,r003-0065-577121d6,3,-264,2,3,20,2,3,149,"{""relativeReattackFactor"":2.648671,""relativeReattackMinDelta"":0.015185,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.397935,""spectralNoveltyMinBins"":17,""cooldownFrames"":4,""confirmedRmsFactor"":1.393502,""confirmedRmsMinDelta"":0.00558,""confirmedFluxFactor"":1.731328,""confirmedMinFlux"":0.013178,""confirmedMinBandRatio"":0.039636,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":4.950147,""cooldownOverrideMinFlux"":0.005247,""cooldownOverrideMinBandRatio"":0.083587,""analyzeIntervalMs"":44}"
54,r003-0016-f57c9a33,3,-273,3,7,7,5,0,129,"{""relativeReattackFactor"":3.435397,""relativeReattackMinDelta"":0.011103,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.715444,""spectralNoveltyMinBins"":39,""cooldownFrames"":4,""confirmedRmsFactor"":1.331682,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.37943,""confirmedMinFlux"":0.016647,""confirmedMinBandRatio"":0.049052,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":3.571613,""cooldownOverrideMinFlux"":0.014176,""cooldownOverrideMinBandRatio"":0.068961,""analyzeIntervalMs"":45}"
55,r003-0056-fce2a14c,3,-278,3,8,5,5,0,124,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.013573,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.135384,""spectralNoveltyMinBins"":40,""cooldownFrames"":4,""confirmedRmsFactor"":1.322461,""confirmedRmsMinDelta"":0.002,""confirmedFluxFactor"":1.336874,""confirmedMinFlux"":0.017514,""confirmedMinBandRatio"":0.043655,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.556086,""cooldownOverrideMinFlux"":0.009727,""cooldownOverrideMinBandRatio"":0.070055,""analyzeIntervalMs"":47}"
56,r003-0035-b1afc8b3,3,-286,2,4,18,3,0,148,"{""relativeReattackFactor"":2.905956,""relativeReattackMinDelta"":0.012521,""relativeFluxFactor"":1.534227,""spectralNoveltyRatio"":2.765459,""spectralNoveltyMinBins"":15,""cooldownFrames"":4,""confirmedRmsFactor"":1.365069,""confirmedRmsMinDelta"":0.003647,""confirmedFluxFactor"":1.82581,""confirmedMinFlux"":0.011219,""confirmedMinBandRatio"":0.028582,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.771071,""cooldownOverrideMinFlux"":0.004763,""cooldownOverrideMinBandRatio"":0.089062,""analyzeIntervalMs"":40}"
57,r002-0022-ed0ff5d0,2,-286,3,7,8,5,0,131,"{""relativeReattackFactor"":3.537434,""relativeReattackMinDelta"":0.00595,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.388371,""spectralNoveltyMinBins"":38,""cooldownFrames"":3,""confirmedRmsFactor"":1.810058,""confirmedRmsMinDelta"":0.005507,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.006046,""confirmedMinBandRatio"":0.026989,""confirmedSpectralNoveltyMinBins"":14,""cooldownOverrideFactor"":2.16443,""cooldownOverrideMinFlux"":0.014014,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":40}"
58,r004-0003-0ba02925,4,-290,1,5,16,3,0,145,"{""relativeReattackFactor"":2.76831,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.587705,""spectralNoveltyRatio"":5.18937,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.910804,""confirmedRmsMinDelta"":0.006042,""confirmedFluxFactor"":1.909906,""confirmedMinFlux"":0.006308,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":3,""cooldownOverrideFactor"":2.031937,""cooldownOverrideMinFlux"":0.018256,""cooldownOverrideMinBandRatio"":0.073466,""analyzeIntervalMs"":40}"
59,r003-0079-2912e9e7,3,-297,1,6,19,4,0,145,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.020982,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.703693,""spectralNoveltyMinBins"":31,""cooldownFrames"":3,""confirmedRmsFactor"":1.575768,""confirmedRmsMinDelta"":0.006641,""confirmedFluxFactor"":1.232604,""confirmedMinFlux"":0.017383,""confirmedMinBandRatio"":0.039753,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":2.61577,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.035829,""analyzeIntervalMs"":31}"
60,r003-0025-9d75fa1b,3,-300,2,6,11,4,0,137,"{""relativeReattackFactor"":3.370059,""relativeReattackMinDelta"":0.012345,""relativeFluxFactor"":1.887226,""spectralNoveltyRatio"":2.751757,""spectralNoveltyMinBins"":26,""cooldownFrames"":4,""confirmedRmsFactor"":1.465624,""confirmedRmsMinDelta"":0.003115,""confirmedFluxFactor"":1.606631,""confirmedMinFlux"":0.012259,""confirmedMinBandRatio"":0.035135,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.075839,""analyzeIntervalMs"":37}"
61,r003-0066-b7ef43dd,3,-303,3,7,6,5,0,129,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.014129,""relativeFluxFactor"":1.619169,""spectralNoveltyRatio"":3.353749,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.275531,""confirmedRmsMinDelta"":0.00348,""confirmedFluxFactor"":1.156831,""confirmedMinFlux"":0.017353,""confirmedMinBandRatio"":0.046535,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":4.174124,""cooldownOverrideMinFlux"":0.013897,""cooldownOverrideMinBandRatio"":0.073689,""analyzeIntervalMs"":48}"
62,r003-0069-3f49efa9,3,-307,2,6,11,4,1,136,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.016746,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.225856,""spectralNoveltyMinBins"":32,""cooldownFrames"":3,""confirmedRmsFactor"":1.61527,""confirmedRmsMinDelta"":0.006575,""confirmedFluxFactor"":1.526105,""confirmedMinFlux"":0.017772,""confirmedMinBandRatio"":0.042359,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":3.036464,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.044987,""analyzeIntervalMs"":27}"
63,r003-0053-eebdd906,3,-310,1,5,22,3,0,149,"{""relativeReattackFactor"":2.844705,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.829268,""spectralNoveltyRatio"":3.725331,""spectralNoveltyMinBins"":11,""cooldownFrames"":3,""confirmedRmsFactor"":1.759765,""confirmedRmsMinDelta"":0.007625,""confirmedFluxFactor"":2.163086,""confirmedMinFlux"":0.006771,""confirmedMinBandRatio"":0.020346,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.024656,""cooldownOverrideMinBandRatio"":0.08508,""analyzeIntervalMs"":44}"
64,r003-0021-1df7fcc8,3,-311,3,7,9,5,0,132,"{""relativeReattackFactor"":3.598334,""relativeReattackMinDelta"":0.011317,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.198664,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":1.287271,""confirmedRmsMinDelta"":0.003534,""confirmedFluxFactor"":1.343557,""confirmedMinFlux"":0.017292,""confirmedMinBandRatio"":0.04424,""confirmedSpectralNoveltyMinBins"":29,""cooldownOverrideFactor"":3.890696,""cooldownOverrideMinFlux"":0.013455,""cooldownOverrideMinBandRatio"":0.081697,""analyzeIntervalMs"":48}"
65,r002-0008-8b0cf2d5,2,-314,2,3,28,2,4,158,"{""relativeReattackFactor"":2.930042,""relativeReattackMinDelta"":0.012004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.70071,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.576658,""confirmedRmsMinDelta"":0.007735,""confirmedFluxFactor"":1.516152,""confirmedMinFlux"":0.015625,""confirmedMinBandRatio"":0.038652,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":4.856955,""cooldownOverrideMinFlux"":0.007191,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":34}"
66,r003-0070-3755ddbe,3,-321,2,4,17,3,2,147,"{""relativeReattackFactor"":2.534803,""relativeReattackMinDelta"":0.014585,""relativeFluxFactor"":1.639825,""spectralNoveltyRatio"":1.662436,""spectralNoveltyMinBins"":20,""cooldownFrames"":4,""confirmedRmsFactor"":1.394018,""confirmedRmsMinDelta"":0.004059,""confirmedFluxFactor"":1.82659,""confirmedMinFlux"":0.013844,""confirmedMinBandRatio"":0.025813,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":4.800289,""cooldownOverrideMinFlux"":0.004791,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":42}"
67,r003-0033-162b887c,3,-323,2,6,12,4,1,138,"{""relativeReattackFactor"":3.341918,""relativeReattackMinDelta"":0.009317,""relativeFluxFactor"":1.786302,""spectralNoveltyRatio"":4.938171,""spectralNoveltyMinBins"":13,""cooldownFrames"":3,""confirmedRmsFactor"":1.575231,""confirmedRmsMinDelta"":0.008867,""confirmedFluxFactor"":2.001257,""confirmedMinFlux"":0.005416,""confirmedMinBandRatio"":0.00737,""confirmedSpectralNoveltyMinBins"":6,""cooldownOverrideFactor"":2.300366,""cooldownOverrideMinFlux"":0.018178,""cooldownOverrideMinBandRatio"":0.078357,""analyzeIntervalMs"":42}"
68,r002-0042-88614f4e,2,-331,1,5,17,3,0,142,"{""relativeReattackFactor"":3.60472,""relativeReattackMinDelta"":0.004998,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.392983,""spectralNoveltyMinBins"":31,""cooldownFrames"":2,""confirmedRmsFactor"":2.013238,""confirmedRmsMinDelta"":0.006259,""confirmedFluxFactor"":1.947654,""confirmedMinFlux"":0.00473,""confirmedMinBandRatio"":0.034489,""confirmedSpectralNoveltyMinBins"":7,""cooldownOverrideFactor"":2.741424,""cooldownOverrideMinFlux"":0.023223,""cooldownOverrideMinBandRatio"":0.073697,""analyzeIntervalMs"":50}"
69,r002-0040-1c60c945,2,-337,2,4,22,3,2,149,"{""relativeReattackFactor"":2.59282,""relativeReattackMinDelta"":0.009905,""relativeFluxFactor"":1.515481,""spectralNoveltyRatio"":3.902448,""spectralNoveltyMinBins"":20,""cooldownFrames"":4,""confirmedRmsFactor"":1.942595,""confirmedRmsMinDelta"":0.006455,""confirmedFluxFactor"":1.760672,""confirmedMinFlux"":0.00411,""confirmedMinBandRatio"":0.048366,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":4.745354,""cooldownOverrideMinFlux"":0.017621,""cooldownOverrideMinBandRatio"":0.053505,""analyzeIntervalMs"":29}"
70,r002-0064-381b4fa1,2,-339,4,6,13,5,0,135,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.015889,""relativeFluxFactor"":2.565376,""spectralNoveltyRatio"":5.989059,""spectralNoveltyMinBins"":19,""cooldownFrames"":4,""confirmedRmsFactor"":1.778481,""confirmedRmsMinDelta"":0.011563,""confirmedFluxFactor"":1.438832,""confirmedMinFlux"":0.006372,""confirmedMinBandRatio"":0.030622,""confirmedSpectralNoveltyMinBins"":8,""cooldownOverrideFactor"":4.099702,""cooldownOverrideMinFlux"":0.018474,""cooldownOverrideMinBandRatio"":0.057759,""analyzeIntervalMs"":32}"
71,r003-0030-20f1b489,3,-343,1,6,14,4,0,140,"{""relativeReattackFactor"":3.240787,""relativeReattackMinDelta"":0.013011,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.377792,""spectralNoveltyMinBins"":24,""cooldownFrames"":4,""confirmedRmsFactor"":1.386267,""confirmedRmsMinDelta"":0.004425,""confirmedFluxFactor"":1.854931,""confirmedMinFlux"":0.013909,""confirmedMinBandRatio"":0.030105,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.560635,""cooldownOverrideMinFlux"":0.011425,""cooldownOverrideMinBandRatio"":0.079819,""analyzeIntervalMs"":44}"
72,r002-0061-90f54dd7,2,-344,1,5,19,3,2,146,"{""relativeReattackFactor"":2.650898,""relativeReattackMinDelta"":0.018225,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.482994,""confirmedRmsMinDelta"":0.002581,""confirmedFluxFactor"":2.100896,""confirmedMinFlux"":0.01502,""confirmedMinBandRatio"":0.025185,""confirmedSpectralNoveltyMinBins"":16,""cooldownOverrideFactor"":4.28225,""cooldownOverrideMinFlux"":0.008883,""cooldownOverrideMinBandRatio"":0.074201,""analyzeIntervalMs"":44}"
73,r003-0008-d6cfbf73,3,-350,2,4,19,3,3,150,"{""relativeReattackFactor"":2.983979,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.623229,""spectralNoveltyRatio"":3.883563,""spectralNoveltyMinBins"":6,""cooldownFrames"":3,""confirmedRmsFactor"":1.543171,""confirmedRmsMinDelta"":0.006191,""confirmedFluxFactor"":1.988147,""confirmedMinFlux"":0.0059,""confirmedMinBandRatio"":0.01661,""confirmedSpectralNoveltyMinBins"":3,""cooldownOverrideFactor"":2.22174,""cooldownOverrideMinFlux"":0.022419,""cooldownOverrideMinBandRatio"":0.080714,""analyzeIntervalMs"":42}"
74,r002-0072-6d133bc5,2,-352,2,3,31,2,3,163,"{""relativeReattackFactor"":3.337242,""relativeReattackMinDelta"":0.010573,""relativeFluxFactor"":1.458537,""spectralNoveltyRatio"":2.537048,""spectralNoveltyMinBins"":18,""cooldownFrames"":2,""confirmedRmsFactor"":2.079878,""confirmedRmsMinDelta"":0.009852,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.005869,""confirmedMinBandRatio"":0.020672,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.025003,""cooldownOverrideMinBandRatio"":0.066285,""analyzeIntervalMs"":38}"
75,r003-0044-bab0d29e,3,-355,1,7,18,5,0,142,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.016887,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.101023,""spectralNoveltyMinBins"":32,""cooldownFrames"":3,""confirmedRmsFactor"":1.459417,""confirmedRmsMinDelta"":0.008562,""confirmedFluxFactor"":1.566602,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.04436,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":2.698236,""cooldownOverrideMinFlux"":0.004,""cooldownOverrideMinBandRatio"":0.036693,""analyzeIntervalMs"":31}"
76,r003-0009-0f91115a,3,-365,1,5,17,3,2,144,"{""relativeReattackFactor"":3.791847,""relativeReattackMinDelta"":0.019679,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.936158,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.594931,""confirmedRmsMinDelta"":0.006492,""confirmedFluxFactor"":1.337253,""confirmedMinFlux"":0.02,""confirmedMinBandRatio"":0.035457,""confirmedSpectralNoveltyMinBins"":21,""cooldownOverrideFactor"":3.082566,""cooldownOverrideMinFlux"":0.006715,""cooldownOverrideMinBandRatio"":0.025396,""analyzeIntervalMs"":29}"
77,r001-0025-70ed9d41,1,-369,1,6,12,4,0,136,"{""relativeReattackFactor"":3.864504,""relativeReattackMinDelta"":0.011592,""relativeFluxFactor"":1.728165,""spectralNoveltyRatio"":4.036585,""spectralNoveltyMinBins"":25,""cooldownFrames"":3,""confirmedRmsFactor"":1.958149,""confirmedRmsMinDelta"":0.008535,""confirmedFluxFactor"":2.187488,""confirmedMinFlux"":0.008724,""confirmedMinBandRatio"":0.020552,""confirmedSpectralNoveltyMinBins"":15,""cooldownOverrideFactor"":1.853826,""cooldownOverrideMinFlux"":0.022162,""cooldownOverrideMinBandRatio"":0.079599,""analyzeIntervalMs"":46}"
78,r002-0037-426b9914,2,-377,2,7,15,5,0,140,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009988,""relativeFluxFactor"":1.706504,""spectralNoveltyRatio"":4.054881,""spectralNoveltyMinBins"":14,""cooldownFrames"":2,""confirmedRmsFactor"":2.130781,""confirmedRmsMinDelta"":0.005039,""confirmedFluxFactor"":1.835247,""confirmedMinFlux"":0.008085,""confirmedMinBandRatio"":0.015657,""confirmedSpectralNoveltyMinBins"":18,""cooldownOverrideFactor"":2.650624,""cooldownOverrideMinFlux"":0.025648,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":44}"
79,r001-0032-a5f1eb84,1,-379,1,6,16,4,0,141,"{""relativeReattackFactor"":3.167596,""relativeReattackMinDelta"":0.018268,""relativeFluxFactor"":1.747915,""spectralNoveltyRatio"":4.474342,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.894061,""confirmedRmsMinDelta"":0.00482,""confirmedFluxFactor"":1.210948,""confirmedMinFlux"":0.016285,""confirmedMinBandRatio"":0.044244,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":4.04322,""cooldownOverrideMinFlux"":0.006032,""cooldownOverrideMinBandRatio"":0.030656,""analyzeIntervalMs"":35}"
80,r003-0063-68d92a03,3,-387,1,6,17,4,0,145,"{""relativeReattackFactor"":2.617665,""relativeReattackMinDelta"":0.007983,""relativeFluxFactor"":1.528156,""spectralNoveltyRatio"":4.675599,""spectralNoveltyMinBins"":18,""cooldownFrames"":3,""confirmedRmsFactor"":1.840688,""confirmedRmsMinDelta"":0.006777,""confirmedFluxFactor"":1.901295,""confirmedMinFlux"":0.004492,""confirmedMinBandRatio"":0.012547,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.025929,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":40}"
81,r002-0017-61ec48db,2,-388,2,8,9,6,0,132,"{""relativeReattackFactor"":3.212818,""relativeReattackMinDelta"":0.004538,""relativeFluxFactor"":1.513069,""spectralNoveltyRatio"":2.76894,""spectralNoveltyMinBins"":30,""cooldownFrames"":3,""confirmedRmsFactor"":2.105796,""confirmedRmsMinDelta"":0.006289,""confirmedFluxFactor"":1.866337,""confirmedMinFlux"":0.010981,""confirmedMinBandRatio"":0.019589,""confirmedSpectralNoveltyMinBins"":6,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029066,""cooldownOverrideMinBandRatio"":0.058057,""analyzeIntervalMs"":44}"
82,r002-0014-8bb14680,2,-389,3,3,24,2,3,154,"{""relativeReattackFactor"":3.159397,""relativeReattackMinDelta"":0.012096,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":5.178686,""spectralNoveltyMinBins"":12,""cooldownFrames"":4,""confirmedRmsFactor"":1.750663,""confirmedRmsMinDelta"":0.012,""confirmedFluxFactor"":1.554538,""confirmedMinFlux"":0.004249,""confirmedMinBandRatio"":0.048515,""confirmedSpectralNoveltyMinBins"":7,""cooldownOverrideFactor"":3.208367,""cooldownOverrideMinFlux"":0.013186,""cooldownOverrideMinBandRatio"":0.02,""analyzeIntervalMs"":36}"
83,r002-0075-82556355,2,-391,2,7,9,5,0,135,"{""relativeReattackFactor"":2.869136,""relativeReattackMinDelta"":0.012857,""relativeFluxFactor"":1.887771,""spectralNoveltyRatio"":4.113692,""spectralNoveltyMinBins"":21,""cooldownFrames"":4,""confirmedRmsFactor"":2.094013,""confirmedRmsMinDelta"":0.004569,""confirmedFluxFactor"":1.3688,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.040425,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":4.910527,""cooldownOverrideMinFlux"":0.007497,""cooldownOverrideMinBandRatio"":0.073282,""analyzeIntervalMs"":40}"
84,r003-0048-c361fc26,3,-394,2,4,31,3,3,160,"{""relativeReattackFactor"":3.167604,""relativeReattackMinDelta"":0.0071,""relativeFluxFactor"":1.767645,""spectralNoveltyRatio"":4.141477,""spectralNoveltyMinBins"":10,""cooldownFrames"":3,""confirmedRmsFactor"":1.577647,""confirmedRmsMinDelta"":0.007182,""confirmedFluxFactor"":1.752833,""confirmedMinFlux"":0.005799,""confirmedMinBandRatio"":0.00816,""confirmedSpectralNoveltyMinBins"":2,""cooldownOverrideFactor"":1.922359,""cooldownOverrideMinFlux"":0.025693,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":38}"
